subjects	S	condition	R	rt
6	right	cucumber	right	0.27308225290749
6	right	cucumber	right	0.449711678347386
6	right	cucumber	left	0.325273439107366
6	left	cucumber	left	0.406528303606216
6	right	cucumber	right	0.605460015033275
6	left	cucumber	left	0.274865909845064
6	left	cucumber	right	0.465970492188652
6	right	cucumber	right	0.420769103857138
6	right	cucumber	right	0.365711299619681
6	left	cucumber	right	0.39243957046313
6	left	cucumber	left	0.906109479112071
6	left	cucumber	left	0.395219772361164
6	right	cucumber	left	0.872998518817729
6	right	cucumber	right	0.469448194337015
6	left	cucumber	right	0.962282678260398
6	right	cucumber	right	0.278039284927845
6	left	cucumber	left	0.311621755358925
6	right	cucumber	right	0.274060070906349
6	right	cucumber	right	0.464461692266461
6	right	cucumber	right	0.248758415845411
6	left	cucumber	left	0.394086830496756
6	right	cucumber	left	0.365367093797234
6	right	cucumber	left	0.649313499002175
6	left	cucumber	left	0.585271821841227
6	left	cucumber	left	1.14940872739323
6	right	cucumber	right	0.247878546195915
6	right	cucumber	right	0.324953605483043
6	left	cucumber	right	0.748854797358798
6	right	cucumber	right	0.38304455025663
6	right	cucumber	left	0.355849232532539
6	right	cucumber	right	0.425169454201357
6	right	cucumber	right	0.26977636227698
6	left	cucumber	right	0.329907573349529
6	right	cucumber	right	0.74718053527449
6	right	cucumber	left	0.730089018134838
6	right	cucumber	left	0.407838892219008
6	left	cucumber	left	0.480637358936759
6	left	cucumber	right	0.283059924093823
6	left	cucumber	right	0.47119531998409
6	right	cucumber	left	0.435118295954816
6	right	cucumber	left	0.460723158179623
6	left	cucumber	right	0.256131047038585
6	right	cucumber	right	0.432034726761046
6	right	cucumber	left	0.846232919128463
6	left	cucumber	left	0.35053651351119
6	left	cucumber	left	1.00655984879541
6	left	cucumber	right	0.265711744057444
6	left	cucumber	left	0.952101882464395
6	right	cucumber	right	0.373191399454711
6	left	cucumber	left	0.357411390858009
6	left	cucumber	left	0.313854627840833
7	left	sugar	left	0.236103722343359
7	right	sugar	left	0.331468332351785
7	left	sugar	right	0.662260684937375
7	right	sugar	right	0.225288323925045
7	right	sugar	right	1.038039900273
7	left	sugar	right	0.299262208155476
7	right	sugar	left	0.356530481250513
7	right	sugar	right	0.299989201506551
7	right	sugar	right	0.564723287357151
7	left	sugar	left	0.2461237091521
7	left	sugar	left	0.352145758961826
7	left	sugar	right	0.316496104983305
7	left	sugar	left	0.609053524101284
7	right	sugar	left	0.323493793348919
7	right	sugar	left	0.684761422957791
7	left	sugar	right	0.234569305994754
7	right	sugar	left	0.485503328461011
7	right	sugar	right	0.391435250434096
7	left	sugar	left	0.290096120819376
7	right	sugar	right	0.36395719548568
7	left	sugar	left	0.236642232388652
7	right	sugar	left	0.740242866593239
7	right	sugar	right	0.319004120558445
7	right	sugar	right	0.332634848061118
7	left	sugar	left	0.661169624647886
7	left	sugar	right	0.970806763172063
7	left	sugar	right	0.212036041195571
7	left	sugar	left	0.306625095759624
7	left	sugar	right	0.508747493686731
7	right	sugar	right	0.198730477558935
7	right	sugar	right	0.212214049030233
7	right	sugar	left	0.681551611448374
7	left	sugar	right	0.230132958565544
7	right	sugar	right	0.252405688930849
7	left	sugar	right	0.370039214723168
7	left	sugar	left	0.522938789652079
7	right	sugar	left	0.453477885038877
7	left	sugar	left	0.355716161503123
7	left	sugar	left	0.426784503972452
7	right	sugar	right	0.241310421866457
7	right	sugar	left	0.838501473449378
7	left	sugar	right	0.363062345586054
7	left	sugar	left	0.757645053097818
7	left	sugar	right	1.69480927498277
7	right	sugar	right	0.701237503699136
7	left	sugar	left	0.392550112994576
7	left	sugar	left	0.295174818684687
7	right	sugar	right	0.272475576297553
7	left	sugar	right	0.43128385441726
7	left	sugar	right	0.679196084697864
7	left	sugar	left	0.288265084344767
7	left	sugar	right	0.58508644392178
7	left	sugar	right	0.227137246141589
7	left	sugar	left	0.516876061565551
7	right	sugar	left	0.490908367469764
7	left	sugar	left	0.239025095398579
7	right	sugar	left	0.272448210920766
7	right	sugar	right	0.59271816008724
7	left	sugar	right	0.367004766357466
7	right	sugar	right	0.847476339119829
7	right	sugar	right	1.15556642655534
7	right	sugar	right	0.45887936388408
7	left	sugar	right	0.412287312466793
7	right	sugar	left	0.474536880287118
7	right	sugar	right	0.782843802278052
7	right	sugar	left	0.293638633614613
7	left	sugar	right	1.52298213142529
7	right	sugar	right	0.331501720263664
7	right	sugar	left	0.60993830449326
7	right	sugar	left	0.233459657036282
7	right	sugar	left	0.267595150541833
7	left	sugar	left	0.540886776317452
7	right	sugar	right	0.790967366212296
7	left	sugar	right	0.340015099885865
7	right	sugar	right	0.213336151891379
7	left	sugar	right	0.625664440260051
7	left	sugar	left	0.466150312849178
7	left	sugar	left	0.455280056300279
7	left	sugar	left	0.485093685534806
7	left	sugar	left	0.328531061360496
7	right	sugar	right	0.401918642185068
7	right	sugar	right	0.34489475707844
7	left	sugar	right	0.305262173352394
7	right	sugar	left	1.11711061434486
7	right	sugar	left	0.255278347348704
7	left	sugar	left	0.26217533710501
7	left	sugar	right	0.370555598746458
7	left	sugar	left	0.277635741443201
7	right	sugar	left	0.286038480148212
7	right	sugar	right	0.190598820822155
7	left	sugar	left	0.246364191224721
7	left	sugar	right	0.363300085079013
7	right	sugar	left	1.05099850672213
7	right	sugar	right	0.54978602889403
7	right	sugar	right	0.35723194756478
7	left	sugar	left	0.558476479690418
7	left	sugar	right	0.270031295085649
7	left	sugar	left	0.23157352101351
7	right	sugar	right	0.263703873231824
7	left	sugar	left	0.99918522857254
7	right	sugar	right	0.254344304864541
7	left	sugar	right	0.630931559367716
7	left	sugar	right	0.588576295505254
7	right	sugar	right	0.709505805326395
7	right	sugar	right	0.666841464275205
7	left	sugar	right	0.510304002681296
7	right	sugar	right	0.428151865296007
7	left	sugar	left	0.249566303155448
7	right	sugar	left	0.267801560667717
7	left	sugar	right	0.618793532986396
7	left	sugar	left	0.420120267843343
7	left	sugar	right	0.651640830504152
7	left	sugar	right	0.382214083250572
7	right	sugar	right	0.481558072432649
7	right	sugar	right	0.238517154467559
7	right	sugar	right	0.410257440378827
7	right	sugar	left	0.292625365520692
7	right	sugar	left	0.270945588265099
7	left	sugar	right	0.690488672584326
7	left	sugar	right	0.481751583523668
7	left	sugar	left	0.394945049337407
7	left	sugar	left	0.236610628726843
7	right	sugar	right	0.38705121179738
7	right	sugar	left	0.248096299755185
7	right	sugar	right	0.378622946876563
7	right	sugar	left	0.212236957731461
7	left	sugar	right	0.429411007802124
7	right	sugar	left	0.85952141517606
7	left	sugar	left	0.769822270076082
7	left	sugar	left	0.195201287352024
7	left	sugar	left	0.206546028589528
7	left	sugar	left	0.265151845821483
7	left	sugar	right	0.294928807128993
7	right	sugar	right	1.04960568257395
7	left	sugar	right	0.570423281641727
7	right	sugar	left	0.49933861106483
7	right	sugar	right	0.319063677646292
7	right	sugar	left	0.539996114621926
7	right	sugar	right	0.830969468447332
7	right	sugar	right	0.341008540407194
7	right	sugar	left	1.54156829812077
7	left	sugar	right	0.550982833511022
7	right	sugar	left	0.465394623590266
7	left	sugar	left	0.259862491606943
7	right	sugar	right	0.30482046825053
7	right	sugar	right	0.523798028920266
7	left	sugar	right	0.31330915409731
7	right	sugar	right	0.304662574466134
7	right	sugar	left	0.404241014357766
7	right	sugar	right	0.814628175612449
7	left	sugar	right	0.435779029228312
7	right	sugar	right	0.484794052912228
7	right	sugar	right	0.479403340548909
7	left	sugar	right	0.199330578488213
7	right	sugar	right	0.382898274325575
7	left	sugar	right	1.54529924252809
7	left	sugar	left	0.380807243055414
7	right	sugar	left	0.544762872008335
7	left	sugar	left	0.279076086230665
7	left	sugar	right	0.191095733839608
7	left	sugar	left	0.712910459718035
7	right	sugar	right	0.568709367431764
7	left	sugar	right	0.285455948766349
7	right	sugar	right	0.322067763553902
7	right	sugar	left	0.435321466439772
7	right	sugar	left	0.385371121897699
7	right	sugar	left	0.447386279990267
7	left	sugar	left	1.50745867444339
7	right	sugar	left	0.851587330737821
7	right	sugar	left	0.208115033325852
7	right	sugar	left	0.402563336313324
7	left	sugar	left	0.353230713415619
7	left	sugar	left	0.51254945118756
7	left	sugar	right	0.492244031931884
7	right	sugar	left	0.766477232117392
7	left	sugar	right	0.627205332692905
7	left	sugar	left	0.198762688759863
7	right	sugar	left	0.858238624785611
7	right	sugar	left	0.256635236658123
7	left	sugar	right	0.565800038636561
7	right	sugar	right	0.41500193346542
7	right	sugar	right	0.249657530599301
7	right	sugar	left	0.335126543119078
7	left	sugar	right	0.455258537503623
7	left	sugar	left	0.463651906650746
7	left	sugar	left	0.503202658197752
7	left	sugar	left	0.674814980520521
7	right	sugar	left	0.387653147269785
7	right	sugar	right	0.671935958494707
7	right	sugar	right	0.616963899479935
7	right	sugar	left	0.2134489093046
7	left	sugar	right	0.303171614576386
7	left	sugar	left	0.377521497278947
7	right	sugar	right	0.63077314206044
7	left	sugar	left	0.281341522903851
7	right	sugar	left	0.54360943319963
7	right	sugar	left	0.24682544049587
7	right	sugar	left	0.356159095169556
7	right	sugar	left	0.269688775546873
7	right	sugar	left	0.628658503819523
7	left	sugar	left	0.415200219808803
7	right	sugar	left	1.008521673326
7	left	sugar	left	0.475740796441672
7	left	sugar	left	0.240780282366839
7	right	sugar	right	0.314082588530187
7	left	sugar	right	0.66139548377377
7	left	sugar	right	0.555557809506384
7	left	sugar	right	0.315539246277189
7	left	sugar	left	0.32566719292344
7	right	sugar	right	0.806503394052137
7	right	sugar	left	0.331414297295844
7	left	sugar	right	0.562110393853034
7	left	sugar	left	0.272846296047452
7	left	sugar	left	0.233362264699585
7	right	sugar	right	0.562567908644793
7	right	sugar	left	0.26331318711785
7	left	sugar	right	0.282359069181699
7	left	sugar	right	0.425496869871435
7	right	sugar	right	0.431519176135393
7	left	sugar	left	0.31780111701954
7	right	sugar	right	0.438355397479753
7	left	sugar	left	0.662252211711679
7	right	sugar	right	0.226039085808354
7	left	sugar	left	0.248981549892425
7	right	sugar	left	0.432094978241543
7	left	sugar	right	0.589467635650525
7	left	sugar	right	0.351237954720543
7	right	sugar	left	0.256920175550575
7	left	sugar	left	0.525465057232671
7	left	sugar	left	0.840284655622343
7	right	cucumber	right	0.282897881459032
7	right	cucumber	left	0.579923103946038
7	left	cucumber	right	0.277587560697198
7	right	cucumber	right	0.244226859449038
7	right	cucumber	left	0.287768559646777
7	right	cucumber	left	0.563815602649426
7	right	cucumber	right	0.211404351499085
7	left	cucumber	left	0.324845542241647
7	left	cucumber	left	0.238027798252925
7	right	cucumber	right	0.39131566769001
7	left	cucumber	left	0.462112243546721
7	right	cucumber	right	0.276912902070563
7	left	cucumber	right	0.39538902567681
7	left	cucumber	left	0.486494975181892
7	left	cucumber	left	0.573628673007121
7	right	cucumber	right	0.303731720642641
7	left	cucumber	right	0.309862420539695
7	left	cucumber	left	0.989018784925378
7	left	cucumber	right	0.682969051833612
7	left	cucumber	right	0.454174807972762
7	left	cucumber	left	0.357935661357911
7	right	cucumber	left	0.525776740334087
7	right	cucumber	right	0.319229134364903
7	left	cucumber	right	0.705767786344069
7	right	cucumber	right	0.249505229653645
7	right	cucumber	right	0.507618686736987
7	right	cucumber	right	0.264753128789902
7	left	cucumber	left	0.442994570686115
7	right	cucumber	right	0.222998888514312
7	left	cucumber	left	0.350920266367636
7	left	cucumber	right	0.374366434640003
7	right	cucumber	right	0.25706567948144
7	left	cucumber	right	0.350348722204249
7	left	cucumber	right	0.479314023062339
7	right	cucumber	right	0.328589134732489
7	left	cucumber	right	0.262451092028744
7	left	cucumber	left	0.724152099099373
7	left	cucumber	left	0.241485902292735
7	right	cucumber	right	0.230862272153017
7	right	cucumber	right	0.830340988902365
7	left	cucumber	left	0.306243062710912
7	right	cucumber	left	0.228557134392279
7	left	cucumber	right	1.75347868747177
7	right	cucumber	right	0.590692681047574
7	right	cucumber	right	0.473423746915405
7	left	cucumber	left	0.401737639655677
7	right	cucumber	right	0.726126573523173
7	right	cucumber	right	0.58967174160669
7	right	cucumber	right	0.623699035357743
7	right	cucumber	right	0.401364574520356
7	right	cucumber	right	0.353079714282767
7	right	cucumber	right	0.412801904288291
7	right	cucumber	right	0.274656342084312
7	right	cucumber	right	0.416311660754807
7	right	cucumber	right	0.224086604686624
7	right	cucumber	right	0.455762381205449
7	left	cucumber	left	0.223826727653489
7	right	cucumber	right	0.326787630308304
7	left	cucumber	left	0.223058045989046
7	left	cucumber	left	0.215473242575808
7	left	cucumber	left	0.654362902499179
7	left	cucumber	left	0.606622498346001
7	left	cucumber	left	0.233282221057105
7	left	cucumber	left	0.299348993818626
7	right	cucumber	right	0.19945698459262
7	right	cucumber	right	0.623462510693066
7	left	cucumber	left	0.370994096343998
7	right	cucumber	left	0.233118496586249
7	left	cucumber	left	0.710158892650034
7	left	cucumber	left	0.429068528149728
7	left	cucumber	left	0.296797203387597
7	right	cucumber	right	0.532904887666191
7	right	cucumber	right	0.242155288606779
7	right	cucumber	left	0.407617356765377
7	left	cucumber	left	0.275751597931268
7	left	cucumber	left	0.725454696440871
7	right	cucumber	left	0.241606462291124
7	left	cucumber	left	0.95515463591596
7	left	cucumber	left	0.60633020792823
7	left	cucumber	left	0.26203978960857
7	right	cucumber	right	0.394980331931397
7	left	cucumber	left	0.453957108697604
7	left	cucumber	left	0.372891180563553
7	right	cucumber	right	0.374125458896237
7	right	cucumber	left	0.21826160943643
7	left	cucumber	left	0.359589798882718
7	right	cucumber	right	0.310870274507024
7	left	cucumber	left	0.997092430433912
7	left	cucumber	left	0.269476695503001
7	right	cucumber	right	0.442090946958626
7	left	cucumber	left	0.370651164704864
7	right	cucumber	right	0.326053070248189
7	right	cucumber	right	0.278640703827682
7	right	cucumber	right	0.381534514959312
7	right	cucumber	left	0.253427952234784
7	left	cucumber	right	0.32774392972032
7	right	cucumber	right	0.28106643206742
7	left	cucumber	right	0.252027002603321
7	right	cucumber	right	0.219932906457604
7	right	cucumber	right	0.782468685307055
7	right	cucumber	left	0.283228270060644
7	right	cucumber	right	0.392059375669681
7	right	cucumber	right	0.755951270560963
7	left	cucumber	right	0.602554358040213
7	left	cucumber	left	0.397148716842767
7	right	cucumber	left	0.550405610417077
7	left	cucumber	left	0.67784135379415
7	right	cucumber	left	0.280898601602882
7	right	cucumber	right	0.239568548558891
7	right	cucumber	right	0.532716366832253
7	left	cucumber	left	0.270790577541796
7	right	cucumber	right	0.296318724595823
7	left	cucumber	right	0.183231243634948
7	right	cucumber	left	0.225004112880117
7	right	cucumber	left	0.210833982909881
7	right	cucumber	left	0.264884283304868
7	right	cucumber	right	0.252648369828244
7	right	cucumber	right	0.239223432632661
7	right	cucumber	right	0.490619054635461
7	left	cucumber	left	0.486235715128136
7	left	cucumber	left	0.210003081380392
7	right	cucumber	right	0.576111355365002
7	right	cucumber	left	0.222238702232368
7	left	cucumber	left	0.287953101527305
7	left	cucumber	right	0.23938933815558
7	right	cucumber	right	0.204123795318035
7	right	cucumber	right	0.34194041829015
7	right	cucumber	right	0.279704626260488
7	left	cucumber	left	1.05140936757868
7	left	cucumber	left	0.474295272409786
7	left	cucumber	left	0.899015856531691
7	right	cucumber	right	0.225198854956593
7	left	cucumber	left	0.796349087092563
7	right	cucumber	right	0.336767861692545
7	left	cucumber	left	0.463828090580591
7	right	cucumber	right	0.223685369713414
7	left	cucumber	left	0.206907119502902
7	right	cucumber	right	0.503102637250225
7	left	cucumber	left	0.287005441076349
7	left	cucumber	left	0.614812026731338
7	right	cucumber	right	0.379763439640143
7	left	cucumber	right	0.273798487342666
7	left	cucumber	left	0.597936531855919
7	left	cucumber	left	0.730723969954769
7	left	cucumber	left	0.609165234787509
7	left	cucumber	left	0.488190483949843
7	left	cucumber	left	0.26522848052543
7	right	cucumber	right	0.268171727881818
7	left	cucumber	left	0.432133652999011
7	left	cucumber	left	0.587322307526484
7	left	cucumber	right	0.327849130306795
7	right	cucumber	right	0.211572946106088
7	right	cucumber	left	0.394378753951394
7	left	cucumber	left	0.203950138424968
7	right	cucumber	right	0.21825141968353
7	right	cucumber	right	0.366572744368063
7	left	cucumber	left	0.453962412138776
7	left	cucumber	left	0.227322513773537
7	left	cucumber	right	0.205050398791238
7	right	cucumber	left	0.582519799915652
7	left	cucumber	right	0.243854521453592
7	right	cucumber	right	0.309768103851245
7	left	cucumber	right	0.739986107229064
7	right	cucumber	right	0.807453498446507
7	left	cucumber	left	0.399123061014082
7	right	cucumber	left	1.24465040709263
7	right	cucumber	right	0.738058825930967
7	left	cucumber	left	0.248725899482583
7	right	cucumber	right	0.568641011080127
7	right	cucumber	right	0.965346173227361
7	left	cucumber	left	0.640806016930991
7	right	cucumber	right	0.255582093808723
7	left	cucumber	left	0.278277008995311
7	left	cucumber	left	0.454572061975823
7	left	cucumber	right	0.272157893414811
7	right	cucumber	right	0.430721670881512
7	left	cucumber	right	0.290241722990947
7	left	cucumber	right	0.439602290660164
7	right	cucumber	right	0.819965884324874
7	left	cucumber	left	0.238017416686447
7	right	cucumber	right	0.319952469696954
7	left	cucumber	left	0.67836770250627
7	left	cucumber	right	0.500044428880885
7	right	cucumber	right	0.270793503112262
7	left	cucumber	left	0.465649298093876
7	right	cucumber	right	0.277562184442687
7	right	cucumber	right	0.845640961618773
7	left	cucumber	left	0.266670274664637
7	right	cucumber	left	0.260251497328618
7	left	cucumber	left	0.69577920706649
7	right	cucumber	right	0.265931637821123
7	left	cucumber	right	0.231361940510433
7	left	cucumber	left	0.510323679425612
7	right	cucumber	right	0.612430260116344
7	right	cucumber	right	0.339531280658933
7	right	cucumber	right	0.378448234757876
7	left	cucumber	left	0.205232514059092
7	left	cucumber	left	0.390487772215101
7	left	cucumber	left	0.237963043061565
7	left	cucumber	left	0.363076245467157
7	left	cucumber	left	1.04753196274916
7	right	cucumber	right	0.204558255262958
7	right	cucumber	right	0.568654960114361
7	left	cucumber	right	0.477580497960273
7	right	cucumber	right	0.596756002104393
7	right	cucumber	right	0.2924948455502
7	right	cucumber	right	0.247730367624585
7	left	cucumber	left	0.347793583832363
7	right	cucumber	left	0.725464766070244
7	left	cucumber	left	0.7760754611004
7	left	cucumber	left	0.303931775079962
7	right	cucumber	right	0.559480171978579
7	left	cucumber	left	0.556673194523983
7	left	cucumber	left	0.355460564999196
7	left	cucumber	left	0.277903321915384
7	left	cucumber	right	0.376708418420241
7	left	cucumber	right	0.262843992238789
7	left	cucumber	left	0.539293792493105
7	left	cucumber	left	0.690491373764416
7	right	cucumber	left	0.208390501169322
7	right	cucumber	left	0.379476248776358
7	right	cucumber	right	0.743109779200952
7	left	cucumber	left	0.275819502408694
7	left	cucumber	left	0.315493002957044
7	right	cucumber	right	0.352014407166243
7	left	cucumber	left	0.514845743792391
7	right	cucumber	right	0.373480005371784
7	right	cucumber	right	0.496406556738124
7	right	cucumber	right	0.333997021279013
7	right	cucumber	right	0.35148855741551
8	right	sugar	right	0.508058722573178
8	right	sugar	left	0.538087545132473
8	left	sugar	right	0.781862085699846
8	left	sugar	left	0.345962011285922
8	right	sugar	left	1.02844607490784
8	left	sugar	left	0.639610376446016
8	left	sugar	right	0.861555159868228
8	left	sugar	right	0.337713442096081
8	left	sugar	left	0.417430158920635
8	right	sugar	right	0.749284851690204
8	left	sugar	left	0.594100968992587
8	right	sugar	left	0.629708852558391
8	right	sugar	right	0.421931296440275
8	left	sugar	left	0.529159907209066
8	right	sugar	left	0.539607093289182
8	left	sugar	left	0.459474698976686
8	right	sugar	right	0.767053932016459
8	left	sugar	right	1.02064130507841
8	left	sugar	left	0.511672427322927
8	left	sugar	left	0.841217727179527
8	right	sugar	left	0.412927978767344
8	left	sugar	right	0.640951534092529
8	left	sugar	left	0.492077665765339
8	left	sugar	right	0.504664574575679
8	right	sugar	left	2.14069445649332
8	left	sugar	right	0.603981379049454
8	right	sugar	right	0.440483533110441
8	right	sugar	left	0.628874433564118
8	right	sugar	left	0.677267899100382
8	right	sugar	left	0.66577757168354
8	left	sugar	left	0.533281197892915
8	left	sugar	right	0.457439645636428
8	left	sugar	left	0.724090341692151
8	left	sugar	right	0.510258331287218
8	right	sugar	left	0.416072228417335
8	right	sugar	right	0.501635946914685
8	left	sugar	right	0.521728837258513
8	right	sugar	right	1.13005870650045
8	left	sugar	left	0.614647833354688
8	right	sugar	left	0.806662713036021
8	right	sugar	right	0.411961609800975
8	right	sugar	right	0.584331267972401
8	right	sugar	right	1.20982967070255
8	right	sugar	left	0.458504865296523
8	left	sugar	right	0.851827754667749
8	left	sugar	right	0.478236502976569
8	left	sugar	left	0.897748978083423
8	right	sugar	left	0.573794397728528
8	left	sugar	right	0.356631698858996
8	left	sugar	left	0.447268148472175
8	right	sugar	left	0.571197732236622
8	left	sugar	right	0.349901458990151
8	right	sugar	right	0.357672715072502
8	left	sugar	left	0.50189729300664
8	right	sugar	left	0.342438770595377
8	left	sugar	left	1.17168969919107
8	left	sugar	left	0.601629300480322
8	right	sugar	right	1.09937002186548
8	right	sugar	right	1.32210902069273
8	right	sugar	right	0.546652779798232
8	left	sugar	left	0.577645713689426
8	left	sugar	right	0.679516219034068
8	right	sugar	right	1.56636131435771
8	left	sugar	right	0.593904005442796
8	right	sugar	right	0.783862283756172
8	left	sugar	left	0.441892975194645
8	right	sugar	left	1.2272476271567
8	left	sugar	left	0.469407202780993
8	left	sugar	left	0.407977404365621
8	left	sugar	left	0.584472075656971
8	left	sugar	left	0.600545781716828
8	left	sugar	right	0.502223261854977
8	left	sugar	left	0.495181047207784
8	right	sugar	right	0.580469304216428
8	right	sugar	left	0.356663275184857
8	left	sugar	left	0.543955021648337
8	left	sugar	left	0.656122793154587
8	right	sugar	left	0.384913634223578
8	left	sugar	left	0.543621328954999
8	right	sugar	left	0.429666691948737
8	left	sugar	right	1.3271081868834
8	right	sugar	right	0.568906106609552
8	right	sugar	right	0.304801654129836
8	left	sugar	left	0.592617573825981
8	left	sugar	left	0.479304080549183
8	left	sugar	left	0.620981779762977
8	right	sugar	right	0.615770717599591
8	right	sugar	right	0.449997339765069
8	right	sugar	right	0.830412021653233
8	left	sugar	right	0.474296544338015
8	right	sugar	right	0.97923748444148
8	right	sugar	left	0.331370624677721
8	right	sugar	right	0.611450347822852
8	right	sugar	right	0.760120124891556
8	right	sugar	left	0.458490811747324
8	left	sugar	left	0.373588419844127
8	right	sugar	right	0.393763556755517
8	right	sugar	left	0.565195920163519
8	left	sugar	left	0.469067320773705
8	right	sugar	right	1.36844123121517
8	left	sugar	left	1.22365266836448
8	left	sugar	left	1.62585464479455
8	left	sugar	right	0.457821194422519
8	left	sugar	left	0.443855483995794
8	right	sugar	left	0.376673329864243
8	right	sugar	right	0.387797378464359
8	left	sugar	right	0.757503645315474
8	left	sugar	right	0.577684607854652
8	right	sugar	right	0.496277498355708
8	left	sugar	left	0.989336848235865
8	left	sugar	left	0.521576895660144
8	right	sugar	left	0.446670260395771
8	left	sugar	right	0.377838241788783
8	right	sugar	right	0.51211265599285
8	left	sugar	left	0.429638606237504
8	right	sugar	right	1.26329045190196
8	right	sugar	right	1.10727957551219
8	left	sugar	left	0.594031180808416
8	left	sugar	right	0.425092999492681
8	left	sugar	left	0.618560994114065
8	left	sugar	right	0.780388900301653
8	right	sugar	right	0.381032401720007
8	right	sugar	left	0.606976718131951
8	right	sugar	right	0.440462629034335
8	right	sugar	right	0.540020909558625
8	right	sugar	left	0.599124139203921
8	right	sugar	right	0.685124539453039
8	left	sugar	right	0.34604687479569
8	left	sugar	right	0.638687757040187
8	left	sugar	right	0.634907178768777
8	left	sugar	right	0.397458882277103
8	left	sugar	left	0.344521182503976
8	left	sugar	right	0.34408414348263
8	left	sugar	left	0.49697249651968
8	right	sugar	left	0.321331180425803
8	right	sugar	left	0.391393187614902
8	right	sugar	right	0.693352934868076
8	left	sugar	left	0.355516659824533
8	left	sugar	left	1.03270203801717
8	left	sugar	left	0.473715833252774
8	left	sugar	left	0.354213021029435
8	left	sugar	left	0.362724651550162
8	left	sugar	left	0.507187279861446
8	right	sugar	right	0.40708712684112
8	right	sugar	left	0.324161934935524
8	left	sugar	right	0.362459203993007
8	left	sugar	right	0.584033373542956
8	right	sugar	right	0.963089131883844
8	right	sugar	right	0.577481347642826
8	right	sugar	left	0.348074669391732
8	left	sugar	left	0.405819772257483
8	right	sugar	right	0.468070231529328
8	right	sugar	right	0.606622566984498
8	left	sugar	right	0.4718900375536
8	left	sugar	left	0.405641777938051
8	right	sugar	right	0.35471764318445
8	right	sugar	right	0.437980888801942
8	left	sugar	right	0.315378523444499
8	left	sugar	left	0.37410829720994
8	left	sugar	right	0.354645150911261
8	right	sugar	left	0.526813162080687
8	left	sugar	left	0.457126786144061
8	right	sugar	left	0.659935969677201
8	left	sugar	left	0.441884364229613
8	right	sugar	right	0.575060566779394
8	left	sugar	left	0.525985997398047
8	right	sugar	right	0.446415984719832
8	right	sugar	right	0.60508875066802
8	right	sugar	left	0.485499574322286
8	left	sugar	right	0.877085324154221
8	left	sugar	left	0.403668881422135
8	right	sugar	left	0.650977896551846
8	right	sugar	right	0.555157068809485
8	right	sugar	right	0.455511608063961
8	left	sugar	left	0.528765021586345
8	right	sugar	left	0.906606568527912
8	right	sugar	right	0.643556839788734
8	left	sugar	left	0.484215520041213
8	right	sugar	right	0.752487587629803
8	left	sugar	right	0.846064661087046
8	right	sugar	right	0.390552806762306
8	left	sugar	right	0.452058632103548
8	right	sugar	left	0.549746898770037
8	right	sugar	right	0.325801313072065
8	right	sugar	right	1.34021541984085
8	right	sugar	right	0.676762058155564
8	left	sugar	right	0.53660777883493
8	left	sugar	left	0.363781784759572
8	left	sugar	right	0.445559762923037
8	left	sugar	left	0.761451270646722
8	right	sugar	right	0.786208495413594
8	left	sugar	right	0.695538604710917
8	right	sugar	right	1.09418450269756
8	right	sugar	right	0.309998797885143
8	right	sugar	left	0.497499885498842
8	right	sugar	right	0.624723275707075
8	left	sugar	left	0.512210954096078
8	left	sugar	right	0.427709886935856
8	left	sugar	right	0.59449695502731
8	left	sugar	left	1.4972820947603
8	left	sugar	right	0.524522461842347
8	right	sugar	right	0.62544011508568
8	left	sugar	left	1.26085098537571
8	left	sugar	left	0.439830964058881
8	right	sugar	right	0.512845453317872
8	right	sugar	left	0.854843372757043
8	right	sugar	right	0.358927160369917
8	right	sugar	left	0.402036387875759
8	right	sugar	right	0.823152030863259
8	right	sugar	left	0.418865607844575
8	left	sugar	right	0.499295711803091
8	right	sugar	left	0.756429397301764
8	right	sugar	right	0.352317083880029
8	left	sugar	left	0.538133258479496
8	right	sugar	left	0.647148742994048
8	left	sugar	left	0.452056706583898
8	right	sugar	left	0.51648127092865
8	right	sugar	right	0.822972840215901
8	left	sugar	right	0.406735590803892
8	right	sugar	right	1.10790725346274
8	right	sugar	left	0.911938273279599
8	right	sugar	right	0.590229558118568
8	left	sugar	left	0.369148776691139
8	left	sugar	right	0.388442408254836
8	right	sugar	left	0.427439433352129
8	left	sugar	right	0.424573743911344
8	right	sugar	right	0.347094792991505
8	left	sugar	left	0.796778291442901
8	right	sugar	right	0.441583760216364
8	right	sugar	right	0.920210515930299
8	left	cucumber	left	0.342686810353101
8	left	cucumber	left	0.518391140383214
8	left	cucumber	right	1.02396085682044
8	left	cucumber	left	0.835687811083106
8	left	cucumber	left	0.713905011378644
8	right	cucumber	right	0.624655933742695
8	right	cucumber	right	0.469714023386225
8	left	cucumber	right	0.688245774582292
8	right	cucumber	left	0.45990832024791
8	right	cucumber	right	0.470125767888776
8	right	cucumber	right	0.413459130987719
8	left	cucumber	left	1.01551658615728
8	left	cucumber	right	1.51361628518469
8	left	cucumber	left	0.492657069087633
8	right	cucumber	right	0.356696840052139
8	left	cucumber	right	0.569549698084363
8	left	cucumber	right	0.78208615578716
8	right	cucumber	right	0.370240064296607
8	right	cucumber	right	0.479789135336974
